date;nom_plan_eau;habitat;region;latitude;longitude;groupe;especes;nom_commun;type_observation;source;references;code_observation
2019-05-19;Prairies, Rivière des;rivière;Montréal;45.53559;-73.71575;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC140
2019-05-20;Kangiqsualujjuaq, Baie de ;baie;Nord-du-Québec;58.71570;-66.03283;poisson;Oncorhynchus gorbuscha;Saumon rose;Mention du public;Makivik;;ONGO03
2019-05-22;Nicolet, Rivière;rivière;Centre-du-Québec;46.22135;-72.61217;poisson;Tinca tinca;Tanche;Mention du public;MELCCFP;;TITI2247
2019-05-23;Sans nom, Lac;lac;Montréal;45.44081;-73.60772;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC141
2019-05-27;Saint-François, Rivière;rivière;Centre-du-Québec;46.04012;-72.77757;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2251
2019-05-27;Saint-François, Rivière;rivière;Centre-du-Québec;46.04012;-72.77757;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2252
2019-05-27;Saint-François, Rivière;rivière;Centre-du-Québec;46.03975;-72.77699;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2248
2019-05-27;Saint-François, Rivière;rivière;Centre-du-Québec;46.03975;-72.77699;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2249
2019-05-27;Saint-François, Rivière;rivière;Centre-du-Québec;46.04157;-72.77337;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2250
2019-05-28;Saint-François, Rivière;rivière;Centre-du-Québec;46.05486;-72.79098;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2253
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2254
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2255
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2256
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2257
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2258
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2259
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2260
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.12042;-72.92251;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2261
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2262
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2263
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2264
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2265
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2266
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2267
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2268
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2269
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2270
2019-05-29;Saint-François, Rivière;rivière;Centre-du-Québec;46.11240;-72.91123;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2271
2019-05-30;Sans nom, Lac;lac;Montréal;45.44164;-73.60770;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC142
2019-06-07;Prairies, Rivière des;rivière;Montréal;45.63706;-73.61114;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC143
2019-06-07;Richelieu, Rivière;rivière;Montérégie;45.48501;-73.26624;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO319
2019-06-09;Massawippi, Lac;lac;Estrie;45.18222;-72.03498;mollusque ;Viviparus georgianus ;Vivipare géorgienne;Mention du public;MELCCFP;;VIGE02
2019-06-12;Prairies, Rivière des;rivière;Montréal;45.63708;-73.60938;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC144
2019-06-12;Magog, Rivière;rivière;Estrie;45.27280;-72.11726;mollusque ;Viviparus georgianus ;Vivipare géorgienne;Mention du public;MELCCFP;;VIGE03
2019-06-16;Sans Nom, Étang;étang;Montréal;45.55819;-73.60341;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC145
2019-06-19;Boyer, Rivière;rivière;Chaudière-Appalaches;46.88435;-70.85934;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;Lampsilis;CYCA1014
2019-06-20;Saint-Laurent, Fleuve;fleuve;Montérégie;45.40945;-73.55606;poisson;Tinca tinca;Tanche;Mention du public;MPO;;TITI2272
2019-06-20;Ouelle, Rivière;rivière;Bas-Saint-Laurent;47.41913;-69.94940;poisson;Tinca tinca;Tanche;Mention du public;OBAKIR;;TITI2273
2019-06-22;Cap-Rouge, Rivière;rivière;Capitale-Nationale;46.75365;-71.34670;poisson;Tinca tinca;Tanche;Mention du public;MELCCFP;;TITI2274
2019-06-22;Sans Nom, Étang;étang;Capitale-Nationale;46.83968;-71.21168;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC146
2019-06-23;Sans Nom, Ruisseau;ruisseau;Outaouais;45.41732;-75.83409;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC147
2019-06-27;Simard, Ruisseau;ruisseau;Montérégie;45.42940;-73.30599;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC148
2019-07-04;Village, Lac du;lac;Montérégie;45.52387;-73.33599;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;COVABAR;;TRSC149
2019-07-05;Rue Lindsay;route;Bas-Saint-Laurent;48.58422;-68.18707;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC150
2019-07-08;Clair, Lac;lac;Outaouais;45.73948;-75.79818;mollusque ;Cipangopaludina chinensis;Vivipare chinoise;Mention du public;MELCCFP;;CICH09
2019-07-10;Saint-François, Rivière;rivière;Centre-du-Québec;45.88029;-72.48428;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC151
2019-07-11;Richelieu, Rivière;rivière;Montérégie;45.06074;-73.33042;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO12
2019-07-11;Richelieu, Rivière;rivière;Montérégie;45.06074;-73.33042;crustacé;Cercopagis pengoi;Puce d'eau en hameçon;Échantillonnage scientifique;MELCCFP;;CEPE01
2019-07-11;Richelieu, Rivière;rivière;Montérégie;45.11256;-73.27446;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO11
2019-07-12;Châteauguay, Rivière;rivière;Montérégie;45.24595;-73.80207;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC153
2019-07-12;Sans Nom, Lac;lac;Montréal;45.44164;-73.60770;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC152
2019-07-15;Sans Nom, Étang;étang;Montréal;45.65788;-73.49016;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC154
2019-07-16;Saint-Laurent, Fleuve;fleuve;Montréal;45.43073;-73.66859;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC155
2019-07-16;Prairies, Rivière des;rivière;Montréal;45.57241;-73.66400;poisson;Tinca tinca;Tanche;Mention du public;MELCCFP;;TITI2275
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14700;-73.02453;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO327
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO323
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO324
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO325
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO326
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14722;-73.02283;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO320
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14722;-73.02283;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO321
2019-07-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14722;-73.02283;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO322
2019-07-17;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO329
2019-07-17;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO330
2019-07-17;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO331
2019-07-17;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO332
2019-07-17;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14619;-73.02351;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO333
2019-07-17;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14722;-73.02283;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO328
2019-07-18;Carré, Lac;lac;Laurentides;46.12964;-74.47629;poisson;Cyprinus carpio;Carpe koï;Mention du public;MELCCFP;;CYCAkoï06
2019-07-18;Sans Nom, Étang;étang;Montérégie;45.55927;-73.49562;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC156
2019-07-19;Chaudière, Rivière;rivière;Chaudière-Appalaches;46.65076;-71.24386;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC158
2019-07-19;Sans Nom, Étang;étang;Capitale-Nationale;46.83642;-71.21497;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC157
2019-07-22;Mille Îles, Rivière des;rivière;Laval;45.69627;-73.56609;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC159
2019-07-28;Bécancour, Rivière;rivière;Centre-du-Québec;46.21568;-72.143526;poisson;Tinca tinca;Tanche;Mention du public;Sentinelle;;TITI2787
2019-08-01;Sans Nom, Étang;étang;Capitale-Nationale;46.83968;-71.21168;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC160
2019-08-05;Saint-Laurent, Fleuve;fleuve;Montérégie;46.07635;-73.01110;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI2276
2019-08-06;Sans Nom, Étang;étang;Capitale-Nationale;46.83968;-71.21168;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC161
2019-08-08;McGregor, Lac;lac;Outaouais;45.64789;-75.65738;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;iNaturalist;;TRSC162
2019-08-08;Saint-Laurent, Fleuve;fleuve;Montérégie;45.21074;-74.29141;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;;BYLO13
2019-08-10;Montagne des Roches, Étang de la ;étang;Capitale-Nationale;46.87765;-71.26079;poisson;Carassius auratus;Poisson rouge;Mention du public;iNaturalist;;CAAU62
2019-08-11;Magog, Rivière;rivière;Estrie;45.394045;-71.931071;mollusque ;Dreissena polymorpha;Moule zébrée;Mention du public;Sentinelle;;DRPO1232_2
2019-08-13;Sans Nom, Étang;étang;Montréal;45.51102;-73.71245;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC163
2019-08-13;Saint-Laurent, Fleuve;fleuve;Montérégie;46.06826;-73.05032;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO339
2019-08-13;Saint-Laurent, Fleuve;fleuve;Montérégie;46.06826;-73.05032;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO340
2019-08-13;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08037;-73.02532;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO336
2019-08-13;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08037;-73.02532;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO337
2019-08-13;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08037;-73.02532;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO338
2019-08-13;Saint-Laurent, Fleuve;fleuve;Montérégie;46.07558;-73.01366;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO335
2019-08-13;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08056;-73.00945;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO334
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87178;-73.15219;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO375
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87178;-73.15219;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO376
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87178;-73.15219;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO377
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87178;-73.15219;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO378
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87219;-73.14935;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO371
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87219;-73.14935;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO372
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87219;-73.14935;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO373
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.87219;-73.14935;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO374
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO341
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO342
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO343
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO344
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO345
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO346
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO347
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO348
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO349
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO350
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO351
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO352
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO353
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO354
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO355
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO356
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO357
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO358
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO359
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO360
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO361
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO362
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO363
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO364
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO365
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO366
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO367
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO368
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO369
2019-08-14;Richelieu, Rivière;rivière;Montérégie;45.86907;-73.14793;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO370
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO396
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO397
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO398
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO399
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO400
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO401
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO402
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO403
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO404
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO405
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO406
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO407
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO408
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO409
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO410
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO411
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO412
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64189;-73.20317;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO413
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64190;-73.19798;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO391
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64190;-73.19798;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO392
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64190;-73.19798;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO393
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64190;-73.19798;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO394
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.64190;-73.19798;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO395
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO379
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO380
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO381
2019-08-15;Richelieu, Rivière;rivière;Montérégie;45.66325;-73.19678;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO382
