date;nom_plan_eau;habitat;region;latitude;longitude;groupe;especes;nom_commun;type_observation;source;references;code_observation
2015-08-28;Saint-Laurent, Fleuve;fleuve;Montérégie;45.91457;-73.21894;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2488
2015-08-28;Saint-Laurent, Fleuve;fleuve;Montérégie;45.90814;-73.20855;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2471
2015-08-28;Saint-Laurent, Fleuve;fleuve;Montérégie;45.90814;-73.20855;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2472
2015-08-28;Saint-Laurent, Fleuve;fleuve;Montérégie;45.90814;-73.20855;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2473
2015-08-28;Saint-Laurent, Fleuve;fleuve;Montérégie;45.90814;-73.20855;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2474
2015-08-28;Saint-Laurent, Fleuve;fleuve;Montérégie;45.90814;-73.20855;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2475
2015-08-28;Saint-Laurent, Fleuve;fleuve;Montérégie;45.90814;-73.20855;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2476
2015-09-03;Saint-Laurent, Fleuve;fleuve;Montérégie;45.70881;-73.45502;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA929
2015-09-08;Saint-Laurent, Fleuve;fleuve;Montérégie;45.56950;-73.49135;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI726
2015-09-09;Sans Nom, Étang;étang;Bas-Saint-Laurent;47.79750;-69.46333;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC87
2015-09-16;Saint-Laurent, Fleuve;fleuve;Lanaudière;45.82009;-73.33547;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI727
2015-09-17;Saint-Laurent, Fleuve;fleuve;Lanaudière;45.81953;-73.33724;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA930
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.05744;-73.13644;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2502
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA931
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA932
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2503
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2504
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2505
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2506
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2507
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2508
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06211;-73.11819;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2509
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07024;-73.10102;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2510
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07024;-73.10102;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2511
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07024;-73.10102;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2512
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07024;-73.10102;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2513
2015-09-21;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08120;-73.06078;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2495
2015-09-21;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08120;-73.06078;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2496
2015-09-21;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08120;-73.06078;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2497
2015-09-21;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08120;-73.06078;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2498
2015-09-21;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08120;-73.06078;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2499
2015-09-21;Saint-Laurent, Fleuve;fleuve;Montérégie;46.08120;-73.06078;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2500
2015-09-21;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.10976;-73.04670;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2501
2015-09-22;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14711;-73.02589;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2514
2015-09-23;Richelieu, Rivière;rivière;Montérégie;45.02037;-73.34545;crustacé;Bythotrephes longimanus;Cladocère épineux;Échantillonnage scientifique;MELCCFP;RSI;BYLO03
2015-09-23;Richelieu, Rivière;rivière;Montérégie;45.65954;-73.19942;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI734
2015-09-23;Richelieu, Rivière;rivière;Montérégie;45.63354;-73.18933;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI733
2015-09-23;Richelieu, Rivière;rivière;Montérégie;45.62815;-73.18649;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI729
2015-09-23;Richelieu, Rivière;rivière;Montérégie;45.62815;-73.18649;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI730
2015-09-23;Richelieu, Rivière;rivière;Montérégie;45.62815;-73.18649;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI731
2015-09-23;Richelieu, Rivière;rivière;Montérégie;45.62815;-73.18649;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI732
2015-09-23;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08853;-73.14694;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA933
2015-09-23;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.09821;-73.13226;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2515
2015-09-23;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11199;-73.12091;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA934
2015-09-23;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11199;-73.12091;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2516
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.04335;-73.17884;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2523
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.04335;-73.17884;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2524
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.04335;-73.17884;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2525
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.04335;-73.17884;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2526
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08585;-73.16756;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2527
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.08585;-73.16756;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2528
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.10968;-73.14619;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2529
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06810;-73.14035;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2517
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06810;-73.14035;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2518
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.06810;-73.14035;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2519
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11757;-73.12929;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA935
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11757;-73.12929;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2530
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11757;-73.12929;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2531
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07822;-73.12778;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2520
2015-09-24;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.10103;-73.10703;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2521
2015-09-24;Saint-Laurent, Fleuve;fleuve;Montérégie;46.10435;-73.00091;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2522
2015-09-25;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.14008;-73.04316;poisson;Neogobius melanostomus;Gobie à taches noires;Échantillonnage scientifique;MELCCFP;RSI;NEME2532
2015-10-01;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.09385;-73.07421;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA936
2015-10-05;Laberge, Lac;lac;Capitale-Nationale;46.79109;-71.32676;poisson;Carassius auratus;Poisson rouge;Mention du public;OBV de la Capitale;;CAAU41
2015-10-06;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11351;-73.12054;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI735
2015-10-06;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11351;-73.12054;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI736
2015-10-06;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.11158;-73.08972;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA937
2015-10-06;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.12577;-73.08139;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA938
2015-10-09;Saint-Laurent, Fleuve;fleuve;Lanaudière;46.07460;-73.17609;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;RSI;CYCA939
2015-10-15;Deux Montagnes, Lac des;lac;Montérégie;45.44424;-74.10429;mollusque ;Dreissena polymorpha;Moule zébrée;Échantillonnage scientifique;MELCCFP;;DRPO112
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28305;-72.65450;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI740
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28305;-72.65450;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI741
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28305;-72.65450;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI742
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28305;-72.65450;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI743
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28305;-72.65450;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI744
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28203;-72.65253;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI737
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28203;-72.65253;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI738
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28203;-72.65253;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI739
2015-10-21;Marigot, Lac le;lac;Mauricie;46.28200;-72.65088;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI745
2015-10-23;Richelieu, Rivière;rivière;Montérégie;45.78327;-73.16476;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI747
2015-10-26;Marigot, Lac le;lac;Mauricie;46.28377;-72.64622;poisson;Tinca tinca;Tanche;Échantillonnage scientifique;MELCCFP;;TITI748
2015-11-30;Osisko, Ruisseau;ruisseau;Abitibi-Témiscamingue;48.24725;-78.97668;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC88
2016;Galarneau, Lac;lac;Outaouais;46.13265;-76.81365;hydrozoaire;Craspedacusta sowerbii;Méduse d'eau douce;Mention du public;freshwaterjellyfish.com;;CRSO59
2016;Grand Coteau, Étang du ;étang;Lanaudière;45.74278;-73.62139;poisson;Carassius auratus;Poisson rouge;Mention du public;MELCCFP;;CAAU47
2016;Sans Nom, Étang;étang;Lanaudière;46.16472;-73.53306;poisson;Cyprinus carpio;Carpe koï;Échantillonnage scientifique;MELCCFP;;CYCAkoï18
2016-01-21;Assomption, Lac l';lac;Lanaudière;45.84700;-73.43056;poisson;Cyprinus carpio;Carpe koï;Mention du public;MELCCFP;;CYCAkoï04
2016-01-29;Sans Nom, Étang;étang;Bas-Saint-Laurent;47.41344;-69.00591;reptile;Trachemys scripta elegans;Tortue à oreilles rouges;Mention du public;MELCCFP;BORAQ;TRSC89
2016-03-31;Outaouais, Rivière des;rivière;Outaouais;45.59540;-75.17551;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA986
2016-03-31;Outaouais, Rivière des;rivière;Outaouais;45.59540;-75.17551;poisson;Cyprinus carpio;Carpe commune;Échantillonnage scientifique;MELCCFP;IFA;CYCA987
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.31117;-72.54450;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI749
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.31117;-72.54450;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI750
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.31117;-72.54450;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI751
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.30650;-72.53263;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI752
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.30650;-72.53263;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI753
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.30650;-72.53263;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI754
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.30650;-72.53263;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI755
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.30650;-72.53263;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI756
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.30650;-72.53263;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI757
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.30650;-72.53263;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI758
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.33083;-72.52125;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI772
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.33410;-72.51782;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI769
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.33410;-72.51782;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI770
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.33410;-72.51782;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI771
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.29372;-72.50921;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI759
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.29372;-72.50921;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI760
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.29372;-72.50921;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI761
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.29372;-72.50921;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI762
2016-04-05;Godefroy, Rivière;rivière;Centre-du-Québec;46.29372;-72.50921;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI763
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.37566;-72.43671;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI767
2016-04-05;Saint-Laurent, Fleuve;fleuve;Centre-du-Québec;46.37566;-72.43671;poisson;Tinca tinca;Tanche;Pêche commerciale;MELCCFP;Réseau de détection EAE;TITI768
